TIME_START=16_40
0,160,19916
1,102,20365
2,171,20365
3,79,20591
4,203,20591
5,191,20659
6,133,20659
7,64,20526
8,81,20487
9,87,20468
10,84,20468
11,116,20722
12,236,20760
13,260,20760
14,176,20766
15,222,18967
16,213,18967
17,225,18108
18,224,18108
19,178,17657
20,214,17415
21,132,17415
22,95,17415
23,77,17706
24,69,17888
25,63,18067
26,230,18067
27,140,18541
28,73,18640
29,109,18529
30,148,18786
31,61,18786
32,84,18650
33,236,18650
34,56,18794
35,68,18944
36,75,18813
37,95,18806
38,104,18993
39,49,18983
40,265,18983
41,68,18983
42,86,19120
43,161,19302
44,106,19445
45,92,19445
46,124,19609
47,145,19609
48,103,19724
49,78,19724
50,115,19737
51,158,19737
52,91,19711
53,183,19996
54,90,19996
55,164,20173
56,88,20552
57,181,20552
58,114,21170
59,116,21502
60,102,21502
61,279,21626
62,165,22057
63,233,22057
64,222,21055
65,119,20638
66,121,20638
67,109,20613
68,109,20886
69,73,20886
70,255,21139
71,107,21139
72,166,21443
73,195,21583
74,95,21563
75,136,21802
76,233,21844
77,180,21844
78,109,21693
79,181,21249
80,127,21249
81,67,21329
82,238,21325
83,186,21578
84,172,21760
85,231,21760
86,191,21903
87,297,21903
88,181,21717
89,230,21579
90,329,21635
91,164,21670
92,130,21705
93,188,21733
94,119,21852
95,95,22142
96,144,22071
97,193,22071
98,91,22119
99,238,22179
100,233,22179
101,152,21985
102,338,21270
103,171,21270
104,87,21270
105,108,16728
106,164,17623
107,149,17623
108,223,16977
109,84,16977
110,136,16640
111,127,16425
112,119,16044
113,206,16044
114,105,15960
115,133,15960
116,113,15912
117,613,15661
118,688,15556
119,582,15549
120,386,15549
121,241,15549
122,511,15391
123,204,15253
124,215,15063
125,148,15063
126,153,15579
127,122,15739
128,155,15812
129,94,15812
130,130,16173
131,128,16539
132,192,16897
133,89,16897
134,191,17121
135,74,17604
136,52,17604
137,127,17841
138,67,17841
139,129,18169
140,74,18169
141,88,18829
142,134,19219
143,124,19219
144,54,19267
145,116,19267
146,146,18908
147,88,18908
148,62,19120
149,266,19066
150,118,19066
151,137,19410
152,164,19269
153,88,19418
154,55,19418
155,77,19418
156,62,19524
157,136,19802
158,125,19802
159,110,19938
160,138,20106
161,101,20106
162,277,20318
163,211,20285
164,67,20062
165,49,20062
166,43,19664
167,86,19664
168,80,19817
169,84,19817
170,85,19827
171,39,17717
172,39,17628
173,61,17628
174,65,17566
175,83,17566
176,43,17420
177,71,17420
178,38,17625
179,51,17872
180,35,17872
181,29,18164
182,175,18393
183,106,18570
184,76,18762
185,86,18762
186,71,18832
187,49,19042
188,88,19042
189,60,19195
190,74,19195
191,107,19415
192,69,19615
193,69,19675
194,108,19898
195,109,19889
196,155,20057
197,83,20057
198,188,20174
199,43,20283
200,158,20357
201,82,20357
202,138,20569
203,97,20660
204,102,20662
205,85,20662
206,106,20662
207,118,20746
208,113,20746
209,135,20782
210,140,20782
211,142,20820
212,192,20357
213,253,20357
214,146,20170
215,145,19674
216,127,19674
217,106,18307
218,130,18307
219,202,18001
220,151,17829
221,85,17829
222,120,17820
223,183,17751
224,85,17751
225,160,18028
226,94,20373
227,66,20373
228,80,18700
229,102,18758
230,133,18758
231,125,18758
232,154,19085
233,47,19288
234,80,19419
235,76,19419
236,145,19565
237,110,19565
238,162,19691
239,113,19713
240,92,19847
241,62,19847
242,63,19847
243,116,20096
244,150,20096
245,115,20169
246,78,20202
247,118,20368
