TIME_START=08_45
0,21,204
1,11,172
2,19,172
3,24,205
4,29,218
5,26,187
6,20,187
7,24,228
8,21,231
9,19,183
10,17,183
11,25,182
12,20,207
13,20,186
14,23,186
15,11,179
16,15,179
17,11,230
18,12,230
19,10,190
20,19,194
21,18,194
22,9,224
23,12,181
24,10,177
25,19,233
26,21,210
27,22,210
28,13,210
29,13,205
30,8,205
31,19,216
32,12,216
33,15,216
34,13,236
35,21,236
36,24,219
37,8,219
38,5,208
39,14,208
40,9,268
41,12,232
42,19,232
43,15,249
44,15,258
45,13,228
46,12,228
47,14,275
48,11,273
49,12,273
50,10,229
51,15,218
52,13,218
53,13,241
54,23,289
55,18,253
56,23,253
57,14,255
58,13,268
59,16,262
60,18,262
61,19,247
62,15,261
63,15,247
64,14,247
65,19,234
66,17,250
67,18,250
68,16,239
69,18,242
70,31,242
71,14,227
72,15,227
73,23,230
74,22,230
75,21,231
76,41,231
77,25,231
78,20,221
79,16,221
80,17,234
81,50,233
82,27,233
83,24,239
84,20,242
85,16,242
86,18,249
87,21,257
88,20,257
89,31,227
90,16,227
91,17,227
92,34,230
93,19,236
94,15,231
95,14,222
96,15,222
97,9,205
98,18,205
99,10,210
100,12,210
101,12,235
102,17,215
103,9,204
104,23,204
105,10,230
106,13,229
107,16,217
108,11,217
109,14,225
110,24,225
111,22,239
112,18,296
113,14,300
114,17,233
115,18,225
116,18,225
117,24,215
118,33,266
119,23,215
120,16,215
121,20,280
122,15,232
123,15,232
124,18,266
125,25,266
126,34,262
127,30,332
128,25,332
129,20,263
130,20,263
131,11,273
132,16,273
133,21,277
134,23,277
135,27,277
136,20,274
137,29,251
138,40,251
139,34,280
140,16,249
141,20,249
142,21,246
143,13,240
144,14,236
145,22,284
146,17,241
147,22,287
148,27,262
149,11,249
150,20,311
151,8,311
152,26,311
153,21,312
154,32,312
155,18,272
156,18,272
157,17,261
158,12,315
159,17,283
160,8,263
161,9,263
162,15,256
163,9,256
164,9,262
165,14,262
166,16,254
167,13,257
168,15,257
169,20,255
170,18,311
171,13,254
172,16,240
173,20,242
174,14,242
175,9,285
176,20,250
177,17,313
178,15,313
179,20,255
180,16,262
181,16,278
182,19,278
183,15,278
184,15,261
185,20,254
186,12,255
187,13,255
188,8,311
189,17,244
190,21,247
191,22,295
192,27,295
193,25,330
194,17,330
195,32,267
196,16,338
197,29,338
198,27,320
199,22,256
200,26,256
201,22,295
202,23,253
203,33,253
204,45,304
205,29,304
206,23,258
207,18,247
208,24,247
209,35,297
210,26,313
211,33,340
212,18,340
213,7,287
214,10,333
215,13,333
216,29,324
217,31,327
218,54,327
219,30,326
220,28,326
221,25,326
222,19,344
223,18,295
224,32,286
225,18,286
226,21,283
227,25,336
228,22,335
229,21,335
230,30,336
231,22,336
232,32,334
233,27,403
234,32,403
235,28,387
236,33,387
237,37,387
238,37,506
239,31,506
240,47,512
241,30,514
242,25,427
243,53,427
244,38,433
245,37,433
246,31,415
247,41,484
248,43,478
249,38,484
250,54,484
251,47,484
252,35,503
253,27,513
254,21,534
255,37,534
256,44,536
257,35,558
258,24,558
259,23,459
260,30,546
261,31,546
262,26,571
263,38,453
264,47,453
265,27,520
266,44,520
267,25,529
268,31,529
269,44,525
270,29,504
271,29,504
272,24,494
273,28,416
274,37,483
275,33,400
276,32,454
277,42,436
278,27,408
279,29,417
280,21,417
281,44,399
282,40,414
283,37,414
284,36,428
285,28,428
286,34,419
287,56,395
288,39,414
289,30,414
290,27,416
291,33,416
292,18,417
293,40,407
294,27,395
295,45,395
296,27,415
297,30,415
298,34,406
299,31,402
300,37,402
301,17,384
302,32,386
303,28,386
304,32,376
305,27,376
306,31,384
307,45,384
308,54,363
309,27,365
310,34,365
311,35,356
312,48,343
313,36,346
